TWEET,true_emoji,pred_emoji
Shuttt Upppp,flushed,weary
I crave Starbucks every fucking day,weary,sob
No Sense on at Starbucks,heart_eyes,weary
so they letting u huh? ay bet ️,relaxed,blush
I bet she could never make you cry,smirk,wink
Haha! Bet she smelled like banana bread too.,grin,blush
I bet,blush,weary
Bet the girls love you on there,sob,weary
Can't handle the amount of high school white girls in my Starbucks right now,sob,heart_eyes
Once the pumpkin spice latte comes back to Starbucks that's how you know the holidays are near,heart_eyes,grin
If this not me,weary,yum
lol okay bet. Thank jayy,grin,blush
My mouth smart asf but I bet a bitch won't pop me in it ️,sob,blush
I bet,wink,weary
if you knew how many Volkswagen own saasa,grin,weary
Starbucks,heart_eyes,yum
Stu knows how to use his £5 free bet,smirk,weary
You bet.,blush,wink
Bet I do,flushed,sob
What the .......,flushed,sob
I need Dutch bros asap bc I can't do burnt Starbucks coffee anymore,sob,yum
"They , it's all about the subway cookies",yum,weary
I want Starbucks,sob,weary
Istg Just For A Strawberry Banana Smoothie,weary,sob
you got all the coins,sob,grin
why doesn't subway have a drive thru,sob,weary
I need A passion tea from Starbucks,weary,heart_eyes
I bet you do,smirk,wink
Bet It Sound Better,weary,sob
I bet you would,flushed,smirk
put that dick up in her pussy bet she feel it in her toes,yum,wink
Need some Starbucks,weary,heart_eyes
I'm wearing some shorts n a top I ain't tryna b naked,grin,weary
$0.87 iced coffee tomorrow,heart_eyes,wink
You can fuck 100 niggas I bet you still think about me.,wink,smirk
Ayee true. but you gonna be famous one day. Bet broski.,smirk,wink
alright bet,yum,blush
Craving an iced chai from Starbucks,yum,sob
bet that,sob,blush
Sell out,smirk,sob
Ahmedabad 󾌦󾌵️󾌧 — eating sub sandwich at Subway Acropolis,relaxed,heart_eyes
das a bet,blush,wink
I bet all of the other countries get tired of hearing the National Anthem,smirk,blush
Bet let'em know I will not play about you,smirk,weary
that's a bet,grin,smirk
I bet that zoo don't include my mans harambe tho,sob,weary
It's lit,blush,sob
I bet it did,grin,smirk
that shit would really be the bid,sob,weary
Omg is eating McDonalds! Never thought this day would come,heart_eyes,weary
Come back to driving with me and eating dominos please,weary,yum
bet it's storming who wanna be boo'd up,yum,smirk
that mcdonalds was 222 good,yum,heart_eyes
I wasn't,blush,sob
Happy release day!,blush,heart_eyes
you bet! Happy Thursday!,blush,wink
Subway sounds soooo good rn,heart_eyes,sob
I bet! Those are the best old with no filter,grin,relaxed
Dont Get Me Wrong But I Bet Baeza Gonna Come Out With A Beard Again,heart_eyes,smirk
Did you get me something?,grin,smirk
I bet my niece is cuter than yours,heart_eyes,smirk
I could go for Starbucks,heart_eyes,sob
Thanks Akka,blush,heart_eyes
McDonalds breakfast sounds good right now,smirk,weary
woowwww aight bet,flushed,smirk
"I bet $100,000,000 he won't follow me",smirk,flushed
bitch you aint got to like me bet you &amp; your friends know my name tho,wink,smirk
This guy at Starbucks looks like the guy from Prison Break,heart_eyes,blush
I'm craving McDonalds so bad rn,sob,weary
I just want Starbucks,sob,weary
Woah ..,flushed,weary
wanna bet??,blush,grin
I bet they all got the chat on mute. Well damn.,weary,smirk
i bet you're all cofused rn lemme explain what happened #KevinIsOverParty,weary,heart_eyes
I bet natun didnt saw my tweet,smirk,grin
u bet,smirk,weary
I'll bet you did,wink,grin
T-Mobile Tuesdays came through with the 6 Inch Subway sandwich,yum,blush
Starbucks is my life,weary,heart_eyes
ard bet,sob,blush
yes that's a bet ️we in the same dorm and everything,relaxed,yum
Best thing ever when dominos send someone else's food with yours,blush,heart_eyes
i bet. a nice greasy fry up xx,wink,yum
I'm craving Starbucks,heart_eyes,weary
I bet,smirk,weary
okay bet,smirk,blush
If I gotta put a couple things on hold just to get myself situated then so be it bet I be back on my Grizzy Doe,wink,grin
Starbucks,smirk,yum
"bet nobody that you been with even know you a freak, right? you know you only do that with me",wink,sob
Wow bet Yasmin i thought we was friends,sob,weary
Whaaaadd,heart_eyes,weary
is this fr?,weary,smirk
best dang Walmart sack swim cap of I've ever seen,smirk,sob
I bet my #UNEEK never had a better view,wink,sob
&amp; im that friend you bet not trust nah I'm jp,sob,wink
"On god this is me , I'm boring",sob,weary
You don't have to like me I bet you know my name though️,relaxed,wink
need Starbucks,weary,yum
I bet,sob,weary
bet &amp; you replied back hella late,smirk,wink
You welcome ️️ &amp;I ok bet lmk when you get here,relaxed,heart_eyes
I bet I make your bitch gay.,wink,weary
This subway so good,weary,yum
my best bet is coming up. My fingers/toes/knees are crossed now,blush,wink
how amazing is the garlic pizza bread from dominos,heart_eyes,weary
haha kindly bet n trust me u will lose your money by tomorrow,grin,sob
chow our kids everything but I bet they can't buy half the shit our kids got,weary,sob
satisfying because I'm a villa win and they just won the bet,grin,blush
Good morning to all the beautiful white women this morning on the way to work or Starbucks,heart_eyes,blush
you ain't gotta like me bet u know my name doe,blush,wink
And I bet it tried to make conversation,weary,smirk
Yunhyeong subway-ads for iKON's 1st anniversary by k-ikonics,heart_eyes,weary
I'm not watching them,weary,sob
Subway got my stomach hurting,sob,weary
bet you won't tag her,grin,weary
Why are you like this,sob,weary
i bet emison are gonna say their i love you's in this episode,sob,relaxed
I knew I friended for a reason. She brought me McDonalds before work,blush,relaxed
bet I will,blush,smirk
ya bet Mary Anne,wink,sob
When a 90th minute goal saves ur bet,wink,smirk
Always call a bet when I don't back it,weary,smirk
yoo she punched the shit out of him,sob,heart_eyes
"Its only been my 7th day, of school and im okay with it, , i wanna work in mcdonalds with them",sob,relaxed
.. Not again,sob,heart_eyes
I fucking bet,weary,sob
the boys wit the shits this year,wink,weary
I need Starbucks,sob,weary
finally getting Starbucks,weary,yum
I've had starbucks every single day for 1 week now wtf,flushed,weary
"A friend of mine who is a West Ham fan, has bet a fiver on us to lose tomorrow at 12/1",weary,smirk
Volkswagen golf mk5 tinted 5% looks amazing …,heart_eyes,sob
oh I bet!,heart_eyes,blush
Walmart selling Jordan's now,sob,flushed
And I bet it tried to make conversation,weary,smirk
I miss you more and bet about to text you !,sob,weary
For starbucks,smirk,yum
I bet the threads showing already after one u-turn,sob,flushed
this &gt;&gt;&gt; man what !,weary,sob
That's my shit,sob,weary
Obsessed with the mango black tea lemonade from Starbucks,yum,weary
Chanel vs Walmart,yum,sob
Oh I bet you do,smirk,wink
They cookies,yum,weary
You bet,yum,blush
you bet,yum,blush
I want Starbucks,yum,weary
Craving Starbucks,yum,weary
Omm bet I be in that office wit Griffin,sob,wink
I'm just gunna go ahead and bet on in vl tonight.,flushed,wink
My dominos delivery guy was cute af and he gave me a free soda,heart_eyes,weary
"you don't like me , bet you know my name though",heart_eyes,wink
Bet he won't slap her tho HE KNOW WHATS UP,sob,smirk
we're taking margarita and Melissa to McDonalds for their birthdays,blush,weary
you bet,wink,blush
I need subway cookies ... 12 of them.,yum,heart_eyes
This subway was good asf,yum,weary
Betlemme know if you need me to do something,weary,blush
I want subway,yum,weary
Why is this me,weary,sob
Subway sounds so good rn,yum,weary
No Starbucks,weary,yum
I want Starbucks,sob,weary
lol Bet,grin,blush
Late night starbucks run,blush,weary
hit dat lil foreign bitch I bet she squirt,smirk,blush
Subway,heart_eyes,yum
I want some Starbucks,heart_eyes,weary
I am not playing ️,relaxed,sob
you bet I am,smirk,wink
This is how I'm about to be today @ The Great Wall,heart_eyes,blush
honestly,weary,sob
"I wasn't there can't bet on that , but read it somewhere ,behind every rumor there is a little truth",blush,sob
you know it's a bet,grin,smirk
"spongeboy all up on my boy pat. wtf wrong w this sus kid, squidy finna run his fade any min now bet",flushed,weary
.. but where her nipples at,yum,sob
I bet!,grin,weary
yea I bet ya do wish I had a one I would have his eyes like,heart_eyes,relaxed
I missssss youuuuu,weary,sob
I want subway,sob,weary
Amanda's mom got me Starbucks. Day is made,blush,weary
Still hoping.,weary,sob
I need some Starbucks,sob,weary
Enjoyed starbucks and talking with a good friend!,blush,heart_eyes
Just went to my first ever Starbucks drive thru,heart_eyes,wink
I want some subway,yum,weary
Subtweeting cute lol and I bet you will,wink,heart_eyes
I love living close to a subway,yum,weary
You ain't gotta like me I bet you know my name tho,wink,smirk
Omg russian roulette red velvey mv teaser!!!!!! The video is so cute i bet the song is really good tho cant wait,sob,relaxed
Bet this is the only song they know from them too,blush,wink
"Filza, Starbucks and Fitness",wink,sob
my bet is that they're all laughing bc baby said a joke,heart_eyes,smirk
Tell me why when I took my lid off there was a fckin bug in there️ brb gonna die,weary,sob
Sum i'd say to Erika,sob,smirk
I haven't had Starbucks in forever,weary,sob
I want some subway,yum,weary
It's almost 5 am . Bet I be up by 10,weary,smirk
Same,grin,weary
he give me so much life Omgoshhhhhhh!!! I bet you be happy af when he sleeping,heart_eyes,blush
I swear,flushed,sob
"I'm hungry es shit this morning .. I want subway , I wish they could deliver",weary,heart_eyes
Omg I want Starbucks,heart_eyes,weary
If I do some things yo boyfriend I bet that nigga gone remember me,wink,blush
I want some subway or taco bell,yum,weary
"Well that just took the ""McGangbang"" to a WHOLE new level.... #McChiken #McDonalds",flushed,sob
Guys like this lord have mercy.,heart_eyes,yum
It's Too Damn Hot In Texas... Bet Not...,weary,sob
"oh fr ? That's a bet bitch, see you there best friend",wink,weary
does anyone else people watch when there in like starbucks or somewhere and when you get caught it's like heyyyy,flushed,sob
Craving McDonalds,grin,weary
I bet,sob,weary
oooo bet,yum,blush
I wants Starbucks,blush,weary
I really need Starbucks,sob,weary
i just want some starbucks,sob,weary
You bet! I look fwd to learning from you,blush,relaxed
"i can't wait until Hillary draws my avi, i bet it's gonna be greaaaattt",heart_eyes,sob
Bet where u wanna go,blush,smirk
you bet he is ️,relaxed,smirk
thts a bet,blush,smirk
Sheetz,blush,heart_eyes
I want,sob,weary
ok bet,grin,blush
I bet it is,grin,smirk
Oh shit,sob,yum
lmao bet,wink,blush
Starbucks sounds so good rn,yum,weary
Starbucks,heart_eyes,yum
Starbucks,heart_eyes,yum
Wish I was there,weary,sob
you bet your ass I did,wink,sob
my favorite,yum,heart_eyes
mcdonalds,sob,yum
ok bet,wink,blush
Please Fall gods please don't let me spend so much money on Starbucks,weary,yum
"Bet, let me know when you ready to go Finna get this bust in real quick",grin,smirk
Harry,grin,sob
Pogba Money well spent? I bet United can say same!,sob,blush
There's a Parmesan garlic sauce?,weary,sob
Smoothie king,yum,weary
this.... so... true...,sob,weary
Starbucks where are you baby....,blush,weary
but I bet you look cute ️,relaxed,blush
I've had starbucks every single day for 1 week now wtf,flushed,weary
thank you,heart_eyes,blush
I bet a dirty thirty will win you over,smirk,wink
bet finna t up once again,blush,weary
"You ain't gotta like me, bet you know my name tho",grin,wink
That song so hard,weary,sob
come to the senior dayger tommorow and say it to his face bet u won't boy,grin,sob
Thank you to whoever paid for my Starbucks this morning it made my day!,heart_eyes,blush
starbucks,heart_eyes,yum
Free breakfast sandwich from Starbucks tomorrow. I'm wit it,grin,weary
️️️ literally me,relaxed,sob
You disgust me I almost bet that you'd score tonight...ordinary feyenoord?,sob,wink
Awe blush,blush,sob
Bet lol,wink,blush
bet you would,weary,smirk
No one likes us. I bet it's because we're not active,weary,wink
Starbucks sounds good rn,yum,weary
Bet you love to live this lifestyle,smirk,heart_eyes
Saaaa tired don't want to go to work love me n bring Starbucks to cabos,sob,blush
bet you miss me.,wink,weary
I just got 5 pairs of socks from American Eagle and you can bet I'm gonna wear every pair this week,heart_eyes,smirk
Alright bet,blush,grin
This is fucking truths.,sob,heart_eyes
Nak subway,yum,sob
bet i don't,sob,smirk
Hey Starbucks here's a free idea,smirk,wink
you bet,smirk,blush
There needs to be a Starbucks on the hill,sob,yum
Soml,grin,weary
bet | tinashe,heart_eyes,blush
I bet you I'll steal yo dude in my chef uniform and then cook him dinner,sob,weary
it's so bad that my uni gives free dominos and i'm hungover everyday so i need it,sob,wink
I had the best time with bet nobody saw this coming,heart_eyes,sob
i bet you're all cofused rn lemme explain what happened #KevinIsOverParty,weary,wink
I bet it was,smirk,wink
it's the last day of Summer and I bet it's still gunna be fucking hot af the rest of the year,sob,flushed
You know that's true foh! Don't say it if you ain't about it squadddd,heart_eyes,blush
from mcdonalds,wink,smirk
"almost got kicked out of Walmart, can't take us nowhere",sob,yum
fancy a bet? Issa vs lapilus. Loser has to tweet that he loves the winner. #UFCHamburg,grin,wink
I got out my bed just to get some Starbucks it's been a long time.,blush,relaxed
Some where along the line I got addicted to Starbucks.,flushed,sob
I want Mcdonalds,blush,weary
I want Starbucks,sob,weary
I bet you want @ them tho,weary,wink
I fr haven't started summer reading and I bet this AP teacher ain't playing games,sob,smirk
"HEY, that's what i had today",grin,sob
i bet it was,weary,wink
"Bet, cause I go to school Monday",sob,smirk
If tracking devices was on iPhone headphones everytime i locate mine when they gone i bet one of the guys then took em,weary,sob
late nights in the Starbucks parking lot,blush,yum
Ight bet,yum,blush
Starbucks,wink,yum
and she got the whole show cancelled.,sob,weary
I took maddie's little brother Aidan to Starbucks and a movie and he's so thankful and sweet I love him so much,sob,blush
you bet!,smirk,blush
Oh bet ... 2 can play at this game,wink,relaxed
I bet,sob,weary
#ICONFESS I'm lowkey addicted to starbucks,weary,grin
Sending a hug. They'll see their friends &amp; come home with lots of 'news' I bet,blush,wink
I really want an iced coconut milk mocha macchiato from Starbucks rn,weary,relaxed
DAWG THIS GOTTA BE MY AVI IDC,sob,weary
thats a bet.,weary,blush
Bet you can't guess where we are! Time for all the delicious food! Mmmmm who else is going this year?,wink,weary
